username,category,engagement_rate,alignment_genZ
annabolena87,fashion,0.015,1
toniasotiropoulou,fashion,0.042,1
vancityduo,fashion,0.026,0
monellechiti,fashion,0.028,1
lunas_place,fashion,0.07,0
taylorbrookebell,fashion,0.046,0
jennifermj3,fashion,0.038,0
tylynnnguyen,fashion,0.019,1
jan.hermanns,fashion,0.034,1
ameliaxmichels,fashion,0.041,1
alexas.mind,fashion,0.042,1
lenifromtheblog,fashion,0.055,0
francesca.lodo,fashion,0.067,0
manu_mrx,fashion,0.045,0
notummymommy,fashion,0.039,0
xttiona,fashion,0.038,1
jennydenucci,fashion,0.042,0
tongtongnapat,fashion,0.014,0
trendyfamilyblog,fashion,0.02,1
marianamendes.m,fashion,0.056,1
beyondcasualb,fashion,0.038,1
prettypearbride,fashion,0.055,1
rafiya.alam,fashion,0.051,1
fashion.celbs,fashion,0.068,1
athenouka_,fashion,0.068,0
zwithlove,fashion,0.027,1
korlevski,fashion,0.025,0
jeisarenata,fashion,0.017,0
fitlittlemeg,fashion,0.061,1
niasioux,fashion,0.012,1
dressofroses,fashion,0.054,0
radhikatchabbra,fashion,0.023,0
arezius,fashion,0.141,0
tipstitched,fashion,0.058,0
notnicoled,fashion,0.036,0
laceywiltshire,fashion,0.047,1
kulagne,fashion,0.091,0
coraldx,fashion,0.02,0
anjallisukumaran,fashion,0.057,0
victoriakwessberg,fashion,0.068,0
belubarriga,fashion,0.052,0
lizzychix,fashion,0.049,1
runawayara,fashion,0.062,0
missykatie,fashion,0.06,0
fashionablyfemme,fashion,0.099,0
amypejkovic,fashion,0.028,0
tamon_,fashion,0.113,0
mediamarmalade,fashion,0.042,0
curlswithapromise,fashion,0.032,0
gregorydava,fashion,0.053,0
katia_cardi,fashion,0.042,1
shereen_michelle,fashion,0.051,0
linesoouza,fashion,0.023,0
viki.dkny,fashion,0.066,0
kyleereneeclark,fashion,0.012,1
clementine_rbd,fashion,0.067,0
toriiko,fashion,0.041,1
this_is_selfhood,fashion,0.056,1
mariaphilibert,fashion,0.133,1
ellenstubner,fashion,0.06,0
cynthyeah,fashion,0.065,0
annafit.usa,fashion,0.045,0
agypsyinthecity,fashion,0.041,1
kelseyinlondon,fashion,0.036,0
stephmi,fashion,0.013,0
storyofstyle,fashion,0.022,1
fashionstyleblogs,fashion,0.015,0
erinrobinson,fashion,0.036,0
ariannachieli,fashion,0.061,0
amal.amamou,fashion,0.033,0
nadiamusic713,fashion,0.061,0
movieman773,fashion,0.067,0
lifebyhill,fashion,0.043,0
saharlazari,fashion,0.048,0
rumahasit_,fashion,0.121,1
tanzekind,fashion,0.036,0
seanjohnbaby,fashion,0.04,1
weare.fashionmen,fashion,0.018,0
mikzazon,fashion,0.06,1
keyestostyle,fashion,0.069,0
mariafaynicholson,fashion,0.026,1
asma.tj,fashion,0.05,1
antonionunziata,fashion,0.034,1
artwork_1,fashion,0.037,0
eleonoramilano,fashion,0.062,0
trinitytaylorbree,fashion,0.039,1
fongminliao,fashion,0.036,1
katia_schz,fashion,0.059,0
judyelle,fashion,0.03,0
themelissalifestyle_,fashion,0.13,1
aidagramm,fashion,0.056,1
mutausbrueche,fashion,0.016,0
jessmreichert,fashion,0.064,1
tohellinahandbag,fashion,0.06,0
jazminegarcia,fashion,0.056,1
bradmondonyc,fashion,0.034,1
anaiswho,fashion,0.036,0
anaclaraac,fashion,0.056,1
marinalyritzi,fashion,0.043,1
fraferragni,fashion,0.037,0
veronikastealz,fashion,0.016,1
anastasiia.ia,fashion,0.044,1
cindycournoyer,fashion,0.042,1
ariadnatb,fashion,0.121,0
desireepopper,fashion,0.016,1
thebeautifullifeofglamour,fashion,0.02,1
taylafernandez,fashion,0.07,1
saravondergasse,fashion,0.054,1
apettymusic,fashion,0.044,1
samanthadela.o,fashion,0.049,1
stylesuzi,fashion,0.021,1
carissadavidson,fashion,0.01,1
talliia,fashion,0.057,0
trishalynmerk,fashion,0.042,0
alejavilleta,fashion,0.048,1
neelam_,fashion,0.065,0
olka_gamolka,fashion,0.034,1
jonny_kay,fashion,0.013,1
pikachuaz,fashion,0.02,0
gretalupo,fashion,0.066,0
pavelinahovasapian,fashion,0.088,1
sersh_meenaghan,fashion,0.066,1
sarettamarta,fashion,0.063,0
prettychicthings,fashion,0.057,1
jolina_marie_l,fashion,0.021,0
amandaphotogenics,fashion,0.042,0
tudoemdosedupla,fashion,0.02,0
the.mosthappy,fashion,0.058,0
obsidiankerttu,fashion,0.038,1
michellekhare,fashion,0.01,0
littlemissbubu,fashion,0.058,1
bittersweetcolours,fashion,0.014,0
dhencayabyab,fashion,0.039,1
ale_caccio,fashion,0.059,0
geebeewhy,fashion,0.011,0
kirbysmall,fashion,0.031,1
thewhitefiles,fashion,0.052,1
roselkimberly,fashion,0.025,0
l.hof,fashion,0.043,1
chelliscurls,fashion,0.068,1
libbychristensen,fashion,0.038,0
saltiss,fashion,0.027,0
leilaniromeroart,fashion,0.051,0
aleksandraxo_,fashion,0.057,0
cityteens,fashion,0.022,0
minipennyblog,fashion,0.048,1
elizahiggins,fashion,0.069,0
miyukicrochet,fashion,0.019,1
alivialevie,fashion,0.062,0
rozyomallorca,fashion,0.042,0
affaf,fashion,0.094,1
miss__posh,fashion,0.038,1
selinasinspiration,fashion,0.05,1
cynsantana,fashion,0.036,1
dearmilano,fashion,0.056,1
theamarla,fashion,0.014,0
staceyduguid,fashion,0.138,1
seaside_glamour,fashion,0.014,0
iamtheindiangirl,fashion,0.013,0
simona.julia,fashion,0.069,1
tiphaine_lbg,fashion,0.048,1
scxkl_sammy,fashion,0.06,0
frejaknutsson,fashion,0.122,1
luanndiez,fashion,0.056,0
nancyajram,fashion,0.03,1
bonnierakhit,fashion,0.061,0
giuli_romanelli,fashion,0.067,0
lipstickandsparkle,fashion,0.147,0
amandadomenico,fashion,0.025,0
aleksandra_zelazowska,fashion,0.025,1
ain00a,fashion,0.02,0
sandyofficial,fashion,0.064,0
stephanieinthecity,fashion,0.019,1
patriciagarela,fashion,0.067,1
sandytoktv,fashion,0.058,0
annies_artandstyle,fashion,0.032,1
themumlife_styled,fashion,0.058,1
ellena_gene,fashion,0.047,0
toni.kuessner,fashion,0.042,0
bettyfashionlounge,fashion,0.069,0
alexaphelece,fashion,0.05,1
sikakiwa,fashion,0.048,0
esmeraldaattema,fashion,0.069,0
thelushvoguette,fashion,0.045,0
shannontfoakley,fashion,0.054,1
mellilovesparis,fashion,0.026,1
barbarabrigido,fashion,0.017,1
monfriese,fashion,0.058,0
lavinia_biancalani,fashion,0.033,0
rubiaclark,fashion,0.054,1
paperazzimagazine,fashion,0.025,0
kristiridley,fashion,0.026,0
princeandthebaker,fashion,0.037,0
katiefromboston,fashion,0.055,0
anastasia_dvornicina,fashion,0.039,1
roberthiltonn,fashion,0.086,0
lissybolger,fashion,0.058,0
angelachauxo,fashion,0.031,0
patrabene,fashion,0.02,0
ainamariafranklinos,fashion,0.137,0
aidasflaws,fashion,0.027,1
morganasantanaoficial,fashion,0.01,0
kathrinehosbond,fashion,0.069,1
sibbieho,fashion,0.026,0
msbrandymorgan,fashion,0.016,0
paolaturani,fashion,0.019,0
miii.iiiie,fashion,0.024,0
thiva_mua,fashion,0.037,0
misslluviaconsol,fashion,0.042,0
myleneleeflang,fashion,0.051,0
ig_mina,fashion,0.014,0
nataliapetric1990,fashion,0.033,0
dee_jaxon,fashion,0.055,1
thesimplicityblog,fashion,0.059,0
audreyannej,fashion,0.045,1
jourdandunn,fashion,0.042,0
drea_wheeler,fashion,0.029,0
chrisflanell,fashion,0.027,1
chanelxevans,fashion,0.036,1
mhayguerrero,fashion,0.055,1
romyvictory,fashion,0.054,1
ryan.rosenkilde,fashion,0.054,1
josefinmartensson,fashion,0.048,1
eckes.nazan,fashion,0.011,1
alicedlee,fashion,0.032,1
fashionsoffancy,fashion,0.034,0
sweetlifeofevan,fashion,0.047,0
annapaularesende,fashion,0.01,1
chan_askins,fashion,0.046,0
thevicstyles,fashion,0.06,1
thetrendspotter,fashion,0.013,1
thechicishchick,fashion,0.048,0
omgmoods,fashion,0.015,1
arshiamoorjani,fashion,0.053,1
eucarolsoaress,fashion,0.054,1
reagankathryn,fashion,0.031,1
___noangel,fashion,0.042,0
jaydestella,fashion,0.061,1
gaiaschiavetti,fashion,0.04,1
valentineishere,fashion,0.054,0
claudio_ramos,fashion,0.051,0
shanidarden,fashion,0.017,1
imouniroy,fashion,0.014,1
camilakaram,fashion,0.066,1
kingdrewharris,fashion,0.015,0
ellemaeblog,fashion,0.036,1
danielchung,fashion,0.046,0
amandapaige122,fashion,0.065,0
sophiestrails,fashion,0.03,0
kirsylovett,fashion,0.012,1
daphneconstantinopolos,fashion,0.041,0
styledbykara,fashion,0.053,0
tigerbeths,fashion,0.039,1
qmike,fashion,0.022,0
curvesncurlsuk,fashion,0.055,0
petralovelyhair,fashion,0.046,1
sinalorin,fashion,0.019,0
rosesandknives,fashion,0.035,0
lisatellbe,fashion,0.055,1
gomezdailyposts,fashion,0.019,1
barbara_matsuda,fashion,0.055,0
ogeokoye,fashion,0.046,0
sabinahannan,fashion,0.022,1
jen.luana,fashion,0.121,1
valentina_seveso,fashion,0.013,0
the18thdistrict,fashion,0.069,0
juanita_likes,fashion,0.058,0
begumnazlig,fashion,0.021,1
simplynaomiblog,fashion,0.013,0
helenaangelov,fashion,0.06,0
chantellekamit,fashion,0.019,1
theleopardcoat,fashion,0.115,1
jadejoselyn,fashion,0.046,1
keinobenz,fashion,0.044,0
tacedoherty,fashion,0.059,1
rocsidiaz,fashion,0.044,1
mspaulabee,fashion,0.055,0
kjohn_lasoul,fashion,0.019,0
justjackiee,fashion,0.034,1
ireninacris,fashion,0.013,1
saraemdi,fashion,0.044,1
thehapaprincess,fashion,0.056,0
london.gentleman,fashion,0.067,0
alaa_balkhy,fashion,0.044,1
cliostecca,fashion,0.107,0
alexanderkenton,fashion,0.018,0
christianarsberg,fashion,0.019,1
joanna_elisabeth_,fashion,0.057,1
czechhoney,fashion,0.028,1
rachel_katz_,fashion,0.055,1
southernhomeanddesigns,fashion,0.07,0
summerissunny,fashion,0.068,0
luxeandglitta,fashion,0.038,1
fashionlingual,fashion,0.04,0
aliluvi,fashion,0.062,1
talitagatita,fashion,0.015,1
robswho,fashion,0.068,1
eggyeol,fashion,0.059,1
diamond.atx,fashion,0.047,1
to.thine.own.self.be.trill,fashion,0.05,0
margheritazanatta,fashion,0.012,1
alexiaarosse,fashion,0.044,0
sarahvitelphoto,fashion,0.026,1
florencecacharel,fashion,0.052,1
selmatakala,fashion,0.032,1
_abix_,fashion,0.051,1
slavia_karlen,fashion,0.017,1
shannonsilver,fashion,0.055,0
sophiaidamasceno,fashion,0.049,1
charlesabinader,fashion,0.057,1
meouilace,fashion,0.065,1
dhwaniibhatt,fashion,0.062,0
alwayspangra,fashion,0.05,0
style_tonic,fashion,0.034,0
nicole_pizzato,fashion,0.039,0
melisfoulks,fashion,0.049,0
mich8lee,fashion,0.016,1
mammaaltop,fashion,0.045,1
nellielim,fashion,0.033,1
runninginrockstuds,fashion,0.013,1
myhiller,fashion,0.116,1
lauramiraglia_,fashion,0.024,1
realberniceburgos,fashion,0.045,0
laurengores,fashion,0.047,1
wnb_mischa,fashion,0.057,0
steph_toilolo,fashion,0.094,0
sakshitanwarforever,fashion,0.045,0
sabrinasato,fashion,0.054,0
briggieb101,fashion,0.057,0
cindy_dess,fashion,0.055,1
itsleehinchy,fashion,0.034,1
_famigliaferragnilucia_,fashion,0.118,1
tiffanyalvord,fashion,0.049,0
laurakca,fashion,0.017,0
styledwithwitt,fashion,0.018,0
edenedition,fashion,0.057,0
sarahmgosnell,fashion,0.034,0
msjordantaylor,fashion,0.055,0
_brunnahcarvalho,fashion,0.034,0
chicoverdose,fashion,0.022,1
friederikefox,fashion,0.027,0
twistedcoco,fashion,0.042,1
nolwenn_creme,fashion,0.022,0
elenamoralireal,fashion,0.012,0
stylebylynsee,fashion,0.038,1
madi_edwards,fashion,0.032,0
jensav11,fashion,0.03,1
monicaemilie,fashion,0.023,0
xojunexo,fashion,0.039,1
lisannekoning,fashion,0.013,1
stephaniemiaa,fashion,0.05,1
meg.for.it,fashion,0.023,0
sonyaesman,fashion,0.033,1
xx_niquita_xx,fashion,0.015,1
thedunklistt,fashion,0.119,1
suchagirl.be,fashion,0.012,1
lovemelisamichelle,fashion,0.05,1
sugardarlingblog,fashion,0.041,1
charisseperca,fashion,0.038,0
molliecampsie,fashion,0.02,1
nathashabonet,fashion,0.016,1
kaylamontee,fashion,0.024,0
zorapalkovics,fashion,0.049,0
lettucestyle,fashion,0.05,1
alessandrosicuroofficial,fashion,0.017,0
simoneesimaria.fcrn,fashion,0.043,1
nadine.nm_,fashion,0.018,1
dianakovi,fashion,0.059,0
signefurna,fashion,0.043,0
ceecchi,fashion,0.055,1
brittanybzucker,fashion,0.055,1
carrie_pendle,fashion,0.042,1
kozaczek.poland,fashion,0.045,1
fashioneatstravel,fashion,0.074,1
carol.aq,fashion,0.027,0
kissenundkarma,fashion,0.123,0
marlohampton,fashion,0.02,1
lira_galore,fashion,0.029,0
younicstyle,fashion,0.06,0
vivgranado,fashion,0.033,0
thatjiujitsukid,fashion,0.069,1
thedreamctchr,fashion,0.011,0
thesparkleofjoy,fashion,0.015,1
elenellis,fashion,0.03,1
trotb,fashion,0.044,0
torrisunshine,fashion,0.034,1
tashly_f,fashion,0.023,0
rafaelbosi,fashion,0.043,0
parcequetoi,fashion,0.031,1
jippheldoorn,fashion,0.146,0
iamnoahlove,fashion,0.011,1
germanameli,fashion,0.044,1
birdyande,fashion,0.093,1
ayla_woodruff,fashion,0.025,0
amyytk,fashion,0.089,1
_anutka__,fashion,0.054,0
__lilybrown,fashion,0.03,1
scissorhandscouture,fashion,0.035,1
sohniahmed,fashion,0.014,0
tara_makeup,fashion,0.027,1
realsummerpriester,fashion,0.041,0
nowletsgetgoing,fashion,0.024,0
just_ajda,fashion,0.027,1
_mr.gin_,fashion,0.062,1
loumagana,fashion,0.015,0
itij,fashion,0.039,0
wondertramp,fashion,0.026,0
thechicvibe,fashion,0.019,1
heymadinelson,fashion,0.069,1
brookealexx,fashion,0.04,0
inanna,fashion,0.026,0
sim0nemurphy,fashion,0.057,0
ashley.arden,fashion,0.048,0
nikki_murciano,fashion,0.057,0
lovebrandimarie,fashion,0.045,1
mia.meza,fashion,0.061,1
marycake,fashion,0.064,0
meet_marys_wardrobe,fashion,0.017,1
mikaela_jeannette,fashion,0.053,1
ourshadesofgreen,fashion,0.049,0
morgankayyy,fashion,0.064,1
iammelody.mp,fashion,0.018,1
hadasahlove,fashion,0.036,1
hannahrosemasi,fashion,0.017,1
mandymenosky,fashion,0.042,0
athenanaa,fashion,0.035,0
annaponsalopez,fashion,0.063,0
maylaraujoc,fashion,0.029,0
timothy_springs,fashion,0.034,0
leotielovely,fashion,0.028,1
kani1990,fashion,0.032,1
juliarestoinroitfeld,fashion,0.023,0
joaniemetivier,fashion,0.051,1
brycexavier,fashion,0.042,0
wanderstylust,fashion,0.014,1
larlarlee,fashion,0.056,0
chronondo,fashion,0.069,1
nathalie.rees,fashion,0.014,1
evelynregly,fashion,0.065,1
_gilliancooper_,fashion,0.031,1
sereinwu,fashion,0.025,1
hallajacobsen,fashion,0.031,0
espressoandchanel,fashion,0.017,1
anathuerk,fashion,0.069,1
taygnaz,fashion,0.011,1
samlandreth,fashion,0.054,0
petrucc,fashion,0.039,0
lastminutecouture,fashion,0.019,0
mertsi_,fashion,0.011,0
kasuallykatie,fashion,0.037,1
johnakeshia,fashion,0.06,0
graciecarroll,fashion,0.052,1
sosann,fashion,0.052,0
s_model,fashion,0.045,0
stushigalstyle,fashion,0.049,1
camillakjerstad,fashion,0.053,1
bellavarelis,fashion,0.033,0
ashbaggott,fashion,0.019,0
ajourneyeast_,fashion,0.047,0
withlovekarol,fashion,0.04,0
sallyspeaking,fashion,0.03,0
outofthecorner,fashion,0.052,0
kristineboge,fashion,0.066,0
jimchapman,fashion,0.022,0
faiithmarone,fashion,0.062,1
eleanorbartal,fashion,0.03,1
hannah_jadeex,fashion,0.044,1
ave.moore,fashion,0.051,0
ma.pina,fashion,0.064,1
vanessa_cwy,fashion,0.025,0
xoxofei,fashion,0.055,1
breathexox,fashion,0.011,0
janinagriefhahn,fashion,0.056,0
lion_aria,fashion,0.139,0
charlotteluvena,fashion,0.054,0
diegodowntown,fashion,0.043,1
sofiekristined,fashion,0.045,1
krzeczaa,fashion,0.034,1
david__mrk,fashion,0.062,0
sandraa_rad,fashion,0.05,0
aritaontheroad,fashion,0.045,1
leahwillig,fashion,0.03,0
ingridbetancor,fashion,0.013,1
mikfra8888,fashion,0.041,0
turnitinsideout,fashion,0.03,0
teresannabellambriana,fashion,0.037,1
joannakuchta,fashion,0.03,0
cutesygirl09,fashion,0.023,0
martha_bolt,fashion,0.034,0
darnialweera,fashion,0.066,1
itsangelcandice,fashion,0.128,1
luciagrace,fashion,0.02,1
littlemixico,fashion,0.124,1
hellorobinsonstyle,fashion,0.043,1
sarah_thebella,fashion,0.062,0
_xo_juliana_,fashion,0.016,1
futilish,fashion,0.023,0
winnieharlow,fashion,0.066,0
pluminlove,fashion,0.041,0
marinathemoss,fashion,0.033,0
mafalda_beirao,fashion,0.028,1
lisacharlene_,fashion,0.022,0
fernandojaso,fashion,0.025,1
daniela_zuccotti,fashion,0.022,1
beausandashley,fashion,0.145,1
giorgiadibasilio,fashion,0.022,0
iglute,fashion,0.068,0
sarahwern,fashion,0.046,0
jxhannamadeleine,fashion,0.027,1
federicapulizzi,fashion,0.037,1
blogbynoelle,fashion,0.021,0
cjdimmock,fashion,0.01,0
chloe_simsstarship,fashion,0.038,1
lane_toran,fashion,0.059,1
aurelievandaelen,fashion,0.054,1
oliviagiannella,fashion,0.055,1
makeupwithmona,fashion,0.024,1
drewjessup,fashion,0.035,1
mia.russelll,fashion,0.055,1
ch32,fashion,0.029,0
emily.blackwell_,fashion,0.055,1
missss.diorr,fashion,0.027,1
thepennydarling,fashion,0.018,1
lou_traveltheworld,fashion,0.048,0
laurenelizabeth,fashion,0.018,1
elinacasellofficial,fashion,0.03,1
francescachillemi___,fashion,0.058,1
goodselfiemx,fashion,0.069,0
haileygarlock,fashion,0.079,1
emiliatuukkanen,fashion,0.036,1
chrisjclark_,fashion,0.022,1
marjolein.vandenbroek,fashion,0.063,0
fionnnww,fashion,0.063,1
mareike_ehmann,fashion,0.057,1
tonydonald,fashion,0.027,0
juliamichellegreen,fashion,0.042,0
hattiee_amelia,fashion,0.068,1
ashcashbgash94,fashion,0.03,0
_lisang_,fashion,0.015,1
goldenblog,fashion,0.047,1
awed__,fashion,0.024,0
abrinicelle,fashion,0.074,1
terezabudkova,fashion,0.05,1
madison_silotti,fashion,0.033,0
xolindaa,fashion,0.068,1
charlotte_weise,fashion,0.052,0
theluxetwo,fashion,0.063,1
carmenheijligers,fashion,0.041,1
stephsterjovski,fashion,0.051,1
meredithfoster,fashion,0.069,1
kristina_alk,fashion,0.033,1
fayyeezy,fashion,0.023,0
zuzanastraska,fashion,0.064,1
najlasalome,fashion,0.041,1
alanepereiraoficial,fashion,0.15,1
mirkopek,fashion,0.046,1
deniseannayoutube_,fashion,0.015,0
jenna_summers,fashion,0.067,0
handstandhappiness,fashion,0.063,1
keithjoyce,fashion,0.048,1
elliejefferson,fashion,0.05,0
ttigerlilly,fashion,0.063,0
alikebikini,fashion,0.041,0
melisaycadegirmencioglu,fashion,0.045,1
zipporahb_,fashion,0.021,1
ahglam_,fashion,0.043,1
kickiyangz,fashion,0.066,0
camillassecrets,fashion,0.011,1
kennedydawn,fashion,0.035,1
elyrosechannel,fashion,0.014,0
menstyleguide,fashion,0.015,0
chicteesbyallyb,fashion,0.068,1
victoriaadriana23,fashion,0.042,0
golden_barbie,fashion,0.035,0
dawnrichard,fashion,0.053,1
missidusa,fashion,0.029,0
themariaeast,fashion,0.056,1
eloarahrocha,fashion,0.024,0
withlovekata,fashion,0.04,1
twentytwolavender,fashion,0.122,1
theblondeparfait,fashion,0.021,1
julesshingarey,fashion,0.04,0
francescaroccoofficial,fashion,0.135,1
jjacqueline___,fashion,0.055,1
jerseygirltexanheart,fashion,0.036,0
ligiauriarte,fashion,0.049,1
remingtonclaire,fashion,0.043,1
camilaflaeschen,fashion,0.066,1
thedappermethod,fashion,0.064,0
franny_arrieta,fashion,0.056,0
jonas_sofly,fashion,0.026,0
breezyandbrazen,fashion,0.045,0
glamourlovexoxo,fashion,0.045,0
chiara_conte_singerviolinist,fashion,0.037,1
chloejmeadows,fashion,0.042,0
auroramccausland,fashion,0.019,1
moonlightx0,fashion,0.022,0
ymsblog,fashion,0.026,0
gabghader,fashion,0.042,1
thebeautyblotter,fashion,0.024,0
happilykatrina,fashion,0.05,0
lilylikecom,fashion,0.044,1
kristenmcatee,fashion,0.046,0
giuseppe_vitariello,fashion,0.075,1
thepolishedpearls,fashion,0.051,1
lauramichelleee,fashion,0.019,0
nichelifestyle,fashion,0.042,0
brownskinbeautiful_,fashion,0.052,1
beverlyic,fashion,0.027,0
ashnichole_xo,fashion,0.088,0
jayfbabby,fashion,0.107,0
rclbeauty101,fashion,0.036,1
luna.lindsay,fashion,0.028,1
shewearsfashion,fashion,0.056,1
kaykay__x,fashion,0.055,0
sterrekoning,fashion,0.059,0
chanellle,fashion,0.015,1
mafaldapatricio,fashion,0.054,1
delanawilkinson,fashion,0.013,1
juliaelsaa,fashion,0.046,1
eberin.kou,fashion,0.051,0
itzstepht,fashion,0.048,1
haitiansinorlando,fashion,0.025,0
veryblond,fashion,0.014,0
thetropicalbuzz,fashion,0.054,1
safiinmotherland,fashion,0.05,0
mmkemio,fashion,0.061,0
trackclubbabe,fashion,0.017,0
schini_mini_,fashion,0.031,1
carlottaleaa,fashion,0.03,0
sophiaokri_,fashion,0.067,0
elisabethresch,fashion,0.034,1
karstenwalterofficial,fashion,0.033,0
samiramighty,fashion,0.057,1
nikaerculj,fashion,0.059,1
kirbyisaboss,fashion,0.092,0
sharinagutierrez,fashion,0.037,1
ddbaumer,fashion,0.014,0
iamlilimar,fashion,0.023,1
ashanti,fashion,0.035,1
shadesofchey,fashion,0.043,1
pakturkstars_,fashion,0.054,1
fionarrative,fashion,0.038,0
stella_vonsenger,fashion,0.034,0
mollys_musings,fashion,0.039,1
elii.stephens,fashion,0.027,1
elmofilms,fashion,0.02,0
alissaviolet,fashion,0.066,1
ummeyk,fashion,0.029,0
oclydia,fashion,0.049,0
ajionaalexus,fashion,0.043,1
miss.soun,fashion,0.043,1
malenekarlsbakk,fashion,0.06,1
zahiradomenech,fashion,0.038,1
yoannkev,fashion,0.048,0
stephanieglitter,fashion,0.027,1
hannahalmassi,fashion,0.118,1
moderncalimom,fashion,0.03,1
giolucini,fashion,0.028,0
britinymarie,fashion,0.042,1
stylish_page_vianey,fashion,0.015,0
spanglishfashion,fashion,0.034,0
sarahfrittz,fashion,0.053,0
cbquality,fashion,0.053,1
eve_gay01,fashion,0.033,0
style_syco,fashion,0.034,0
guidomilani,fashion,0.026,0
mynameisaiko,fashion,0.032,1
anygabriellyofficial,fashion,0.07,1
vineliving,fashion,0.032,1
stefanigamboatv,fashion,0.037,1
thegirlatfirstavenue,fashion,0.145,1
aerincreer,fashion,0.06,0
calynsutherland,fashion,0.065,1
amalynstyle,fashion,0.034,1
iamemmawilde,fashion,0.032,0
joyousleader,fashion,0.044,0
taliwalle,fashion,0.022,0
meet_the_parras,fashion,0.061,0
kitkeenan,fashion,0.011,1
mariamatakova,fashion,0.02,1
youngmikeofficiall,fashion,0.11,0
speloved,fashion,0.024,1
withrobinj,fashion,0.117,0
alinecastelo,fashion,0.022,0
silvie.piper.sawyer,fashion,0.048,0
theerealkarlaj,fashion,0.044,0
taymocha,fashion,0.014,0
secretofdd,fashion,0.011,1
vanedediego,fashion,0.024,1
ryleegreenstyle,fashion,0.064,0
garotaboladablog,fashion,0.046,1
torrsim,fashion,0.05,1
fancypantsfarber,fashion,0.028,1
ash.jordann,fashion,0.14,0
i_am_romiko,fashion,0.045,0
dedo90,fashion,0.012,0
britain_bennett,fashion,0.067,0
azvleticia,fashion,0.051,1
mariludobrescu,fashion,0.055,0
robertogarrera,fashion,0.04,1
polinaraykov,fashion,0.052,1
dicasdathatynha,fashion,0.04,1
seasaltandstilettos,fashion,0.037,1
justinparkofficial,fashion,0.068,0
hundredblog,fashion,0.034,0
madalinamerca,fashion,0.051,1
rosielondoner,fashion,0.022,0
a12team,fashion,0.026,0
wtfkarla,fashion,0.078,0
cavazos.luis,fashion,0.046,0
thestylecocktail,fashion,0.044,1
shizzy93,fashion,0.037,0
yourstruly____,fashion,0.019,0
withloveyossy,fashion,0.062,0
wisteria_voyage,fashion,0.029,0
thesyedsisters,fashion,0.037,1
tere_rodriguezr,fashion,0.016,0
suecrazy_,fashion,0.062,0
starrieskybooks,fashion,0.06,0
sofisunflow,fashion,0.068,0
sky_babyy,fashion,0.032,0
sauf.etc,fashion,0.048,1
sandrahaugen,fashion,0.043,1
rosietheginger,fashion,0.056,1
pinggyu,fashion,0.067,0
outfit.ba,fashion,0.113,1
nichollesophia,fashion,0.046,0
miss_juliaaaaa_,fashion,0.024,1
matisantantonio,fashion,0.03,1
littlemaisunshine,fashion,0.035,1
leahjanae,fashion,0.065,1
larissabusch,fashion,0.058,1
lailahasanovic,fashion,0.062,0
kristinabernxl,fashion,0.014,0
kristina_hepburn,fashion,0.057,0
je_atelier,fashion,0.029,1
hanadibeauty,fashion,0.021,1
foureverjodi,fashion,0.011,0
fitbody_mania,fashion,0.047,0
edwardhajari,fashion,0.011,0
chynaellis_,fashion,0.068,1
chiapiscedda,fashion,0.08,1
belowthesamesun,fashion,0.026,1
belle.by.isa,fashion,0.051,1
bebasuki,fashion,0.066,0
ayeohstudio,fashion,0.025,0
galinathomas,fashion,0.047,0
scherziest,fashion,0.04,0
sweetlikeoyin,fashion,0.056,0
melaninbanc,fashion,0.036,1
nataliabrunvi,fashion,0.028,0
dianataopo,fashion,0.064,0
jelenaaic,fashion,0.023,1
zurihall,fashion,0.037,1
maceyslife,fashion,0.015,1
sartorialsecretsofficial,fashion,0.044,0
themiddlemama,fashion,0.034,1
tatianabiggi,fashion,0.011,1
tatumtalley,fashion,0.019,0
giuliascalabrin_,fashion,0.054,1
driamurphy,fashion,0.033,0
kimmymarymackey,fashion,0.067,0
martina.failla,fashion,0.038,1
mrdombaza,fashion,0.061,0
olivia_iris_omahoney,fashion,0.014,0
hans_chou,fashion,0.017,0
andreorowling,fashion,0.061,1
catforsley,fashion,0.022,0
abbeyhagan,fashion,0.038,0
ri.aspiration,fashion,0.052,1
shionthebest,fashion,0.056,0
yeshidon,fashion,0.051,0
riverviiperi,fashion,0.033,1
lucindervention,fashion,0.014,0
franviana,fashion,0.102,1
milaantonovic,fashion,0.044,0
janatini,fashion,0.053,1
carolsaraivafitness,fashion,0.031,0
valhery,fashion,0.039,0
meganraeoflight,fashion,0.134,1
cyberfox007,fashion,0.01,0
afreen_rahman,fashion,0.061,1
harrietlamode,fashion,0.04,1
alexposchinsta,fashion,0.034,0
tranganhdong,fashion,0.05,1
styleupdateblog,fashion,0.148,1
man_branded,fashion,0.028,1
estrellasdetelevisa,fashion,0.052,1
lafashionwar,fashion,0.036,1
sarashafni,fashion,0.043,1
evaacatherine,fashion,0.048,1
mzjuicy_stakks,fashion,0.035,0
byclaudya,fashion,0.018,1
thecleopatralee,fashion,0.034,1
iamcattsadler,fashion,0.036,0
negraecrespa,fashion,0.032,1
katiemeshko,fashion,0.053,1
janessa.crosby,fashion,0.021,1
laidbackandlavish,fashion,0.065,0
thecurrentcrush,fashion,0.012,1
heyitsryleehall,fashion,0.05,0
